student_id,age,attendance_percentage,current_gpa,failed_subjects,backlogs,assignment_completion_percentage,internal_assessment_marks,exam_score,lms_activity_score,fee_pending,counseling_sessions,dropout
STU1006,19,89.5,6.49,0,1,83.4,95.0,68.0,57.1,0,0,0
STU1223,21,77.0,10.0,1,0,48.9,68.0,57.4,53.9,0,1,0
STU2375,20,75.9,6.88,0,0,93.6,30.1,61.5,83.1,0,0,0
STU1548,19,100.0,8.04,0,0,72.9,59.8,77.8,66.1,0,2,0
STU1229,19,100.0,6.13,0,0,47.2,78.8,48.5,87.7,0,0,0
STU1040,21,79.5,6.63,1,3,82.4,48.7,42.7,71.9,1,2,0
STU1543,21,72.2,4.95,0,0,100.0,70.5,69.2,72.7,1,0,0
STU1243,18,59.3,5.75,1,0,71.0,70.5,59.3,55.2,0,0,0
STU1899,21,65.6,7.11,1,0,97.9,44.9,67.6,76.1,0,0,0
STU2134,22,68.5,5.43,2,3,60.4,52.7,55.6,72.5,0,0,0
STU2449,20,69.5,8.1,0,0,68.9,83.9,43.8,84.0,1,2,0
STU2869,20,79.8,7.26,0,0,82.8,41.6,49.3,58.6,0,2,0
STU1843,23,83.0,5.26,3,3,68.0,71.2,47.9,82.8,0,2,0
STU2419,22,77.6,6.54,0,0,76.4,72.7,62.5,88.8,0,1,0
STU2654,20,84.6,7.4,1,1,100.0,57.7,74.4,56.6,0,0,0
STU2970,22,63.6,8.33,2,2,61.7,68.0,76.7,57.4,0,0,0
STU1662,20,67.6,6.44,2,3,68.5,53.7,46.6,59.3,1,1,1
STU2211,22,76.5,7.18,2,2,98.0,63.2,67.4,61.0,0,0,0
STU1315,22,82.0,6.77,1,1,66.4,76.6,72.6,68.4,0,0,0
STU1692,20,63.6,7.09,0,0,54.2,66.4,80.5,56.9,0,0,0
STU2504,21,61.7,6.06,0,0,56.4,61.0,63.7,37.7,0,0,1
STU1425,19,77.2,5.8,0,0,71.3,54.0,67.3,89.2,0,1,0
STU1595,19,56.7,7.56,2,1,73.6,79.5,70.4,56.2,0,0,0
STU2964,20,70.5,6.73,1,1,93.8,71.6,82.8,75.9,0,1,0
STU1623,21,94.4,6.87,0,0,79.1,51.5,45.3,86.3,1,2,1
STU2171,19,88.8,7.53,0,0,67.7,63.6,60.6,77.4,1,0,0
STU2044,21,70.1,4.99,4,4,69.3,70.2,65.5,62.8,0,1,1
STU1228,23,83.0,8.75,0,0,63.3,74.6,72.9,37.9,0,0,0
STU2118,20,74.2,6.6,2,2,52.4,58.4,65.9,65.4,0,2,0
STU2332,19,75.6,7.2,3,3,87.1,62.1,82.0,81.0,0,1,0
STU2316,23,86.4,7.87,1,2,94.9,65.8,83.8,90.2,0,0,0
STU1067,20,87.6,5.98,0,0,95.4,78.5,47.3,65.2,1,0,0
STU1025,20,60.0,5.91,2,3,74.6,74.7,52.7,71.0,0,0,1
STU1145,19,67.4,8.22,1,1,41.9,52.7,71.4,42.6,0,0,0
STU1537,20,65.6,5.89,0,0,79.7,42.2,67.9,76.0,0,0,1
STU1812,20,71.6,6.41,0,1,100.0,75.4,92.1,75.5,0,2,0
STU2467,19,92.3,7.61,0,0,91.3,46.1,45.0,70.8,0,0,0
STU1086,21,85.3,6.78,0,0,89.5,42.5,51.6,78.0,0,0,0
STU2661,24,76.2,7.18,1,1,67.4,66.1,62.5,57.5,0,0,0
STU2646,21,58.3,4.81,1,1,85.1,79.2,66.3,54.3,0,1,0
STU2805,21,87.8,6.49,0,0,77.6,71.1,59.9,42.7,0,0,0
STU2818,22,78.2,6.53,1,0,85.8,72.0,57.0,44.3,0,0,0
STU2577,21,80.1,7.21,0,0,90.9,84.3,52.3,100.0,0,1,0
STU2145,21,71.2,5.12,1,0,100.0,75.2,55.8,87.5,0,1,0
STU1363,22,71.8,6.43,0,0,73.2,66.0,54.7,47.9,0,1,0
STU2612,20,66.8,6.11,0,0,75.6,47.9,61.1,52.9,0,0,0
STU2866,21,62.9,5.15,0,0,53.8,67.6,48.1,80.8,0,2,1
STU2027,18,84.8,6.68,0,1,61.2,83.0,36.2,38.1,1,1,0
STU2031,22,74.8,7.96,0,0,73.7,51.4,67.6,73.9,0,0,0
STU2304,21,87.7,7.99,0,0,100.0,84.5,45.9,58.8,0,0,0
STU2356,21,43.6,7.67,0,0,66.3,92.8,52.5,53.6,0,0,0
STU2731,20,67.2,4.64,0,0,78.0,57.1,63.8,59.3,0,0,0
STU1666,18,77.4,7.69,1,1,100.0,48.8,75.4,82.9,1,0,0
STU1365,20,100.0,4.61,0,1,75.1,49.5,57.1,61.4,0,0,0
STU1078,21,76.6,6.32,0,1,100.0,58.5,52.6,65.1,0,2,0
STU1028,21,44.8,7.43,0,0,82.8,58.0,89.8,80.0,0,1,0
STU2437,20,68.2,6.21,1,2,72.2,73.1,81.5,81.9,0,0,0
STU1526,20,84.2,5.61,3,3,78.0,68.0,58.9,59.2,1,0,1
STU2835,21,93.2,6.63,0,0,83.9,48.8,56.5,62.6,0,1,0
STU1056,20,83.0,7.18,1,1,69.8,67.7,43.1,100.0,0,0,0
STU1639,21,84.0,6.33,0,0,70.6,66.5,60.1,62.4,0,1,0
STU1303,22,42.8,6.08,2,2,95.4,82.2,63.8,52.4,1,0,1
STU1719,20,88.5,7.09,0,1,100.0,68.4,77.6,75.9,0,0,0
STU1625,21,69.4,8.64,2,1,100.0,67.7,53.6,54.4,0,0,0
STU1008,20,62.7,7.27,0,0,90.9,48.9,47.2,64.2,0,1,0
STU1804,21,64.2,7.77,0,0,74.5,66.5,64.7,76.4,1,0,0
STU2050,21,93.1,7.82,0,1,55.6,59.0,58.9,82.6,1,0,0
STU1337,20,100.0,6.95,1,2,95.0,48.8,62.3,60.2,1,0,0
STU1048,21,82.0,6.23,0,1,81.5,66.6,78.2,44.0,0,0,0
STU2764,19,83.1,8.73,2,1,43.5,67.4,59.5,58.1,0,0,0
STU1107,19,92.8,4.38,1,0,70.8,63.3,42.3,87.6,0,0,0
STU1350,22,85.0,7.32,1,0,100.0,76.3,54.0,50.9,0,0,0
STU2080,22,88.6,6.11,0,0,82.2,60.4,66.4,72.3,1,0,0
STU1239,19,65.2,6.72,1,2,80.3,48.4,66.5,60.6,0,1,0
STU1214,20,97.3,6.67,1,0,66.8,69.7,29.9,81.0,0,0,0
STU2776,21,64.8,7.12,0,0,76.0,49.8,59.2,55.8,0,0,0
STU2139,20,82.4,6.22,0,0,95.2,32.4,60.5,90.6,0,2,0
STU1794,21,69.8,6.7,1,2,91.4,82.0,72.5,65.2,0,1,0
STU2587,18,63.7,6.24,0,0,83.7,78.2,65.8,53.6,0,0,0
STU2583,21,76.9,8.3,0,0,74.7,63.3,59.2,73.4,0,0,0
STU2672,18,82.3,7.19,0,0,82.6,53.1,37.3,81.7,0,0,0
STU1524,20,54.4,6.87,0,1,97.2,73.4,75.5,82.8,0,0,0
STU1233,21,60.6,5.84,1,1,74.4,44.3,57.2,79.9,1,1,1
STU1645,20,93.4,6.76,1,2,89.3,56.7,78.4,54.8,0,0,0
STU2508,20,81.4,5.57,2,2,99.9,54.5,87.6,54.0,0,1,0
STU1534,21,77.7,5.3,0,0,55.5,48.3,76.2,64.9,0,2,0
STU2942,21,72.3,5.32,1,1,51.5,75.6,90.0,50.1,0,0,0
STU1604,20,78.5,7.36,1,0,88.7,36.5,60.7,54.0,0,0,0
STU2330,21,72.9,7.36,0,0,76.6,66.7,55.5,39.8,0,2,0
STU2075,19,91.2,8.04,1,0,66.2,53.0,73.4,67.5,0,0,0
STU2305,20,100.0,8.31,1,1,78.6,76.0,40.7,69.4,0,2,0
STU1061,18,58.6,7.04,1,1,57.2,58.8,51.2,50.3,0,1,0
STU2264,20,95.3,7.33,1,0,96.4,74.5,70.3,100.0,0,1,1
STU1093,20,77.6,6.03,0,0,74.4,63.7,76.7,46.4,0,1,0
STU1667,18,71.2,8.1,2,1,88.5,62.6,57.0,44.5,0,0,0
STU1281,21,90.8,8.21,1,2,86.1,83.7,53.7,57.6,0,2,0
STU2114,20,85.4,7.6,1,1,97.8,60.4,67.0,57.0,0,0,0
STU1360,20,94.9,8.75,1,2,68.3,44.1,64.1,51.5,1,0,0
STU2129,20,67.3,7.06,1,1,78.9,95.0,49.9,63.8,0,0,0
STU2170,20,61.7,9.03,0,0,79.1,58.0,54.4,33.9,0,0,0
STU1848,22,68.6,7.43,0,0,67.6,80.6,50.3,55.3,0,1,0
STU2522,18,76.5,7.44,0,0,59.4,70.9,82.8,46.0,1,0,0
STU1111,21,80.7,7.36,0,0,49.7,63.3,66.3,64.9,0,1,0
STU1043,20,99.0,6.77,0,0,67.5,85.9,53.8,69.0,0,1,0
STU1126,21,78.3,6.71,1,0,77.2,59.5,65.2,66.7,0,1,0
STU1205,18,89.0,8.19,0,0,68.4,45.4,63.9,94.3,0,0,0
STU1053,19,89.9,7.2,0,0,95.2,74.5,66.7,88.9,0,0,0
STU1546,20,70.2,6.82,1,0,84.4,76.3,48.6,60.2,1,1,0
STU1069,22,82.4,6.71,3,3,60.8,78.4,71.1,54.2,0,0,0
STU2741,20,57.0,7.57,2,2,87.8,71.4,60.1,59.7,0,1,0
STU2548,19,88.6,7.79,1,3,79.3,68.1,76.6,88.5,0,2,0
STU1184,22,64.0,9.16,0,0,71.0,92.3,60.6,62.7,0,1,0
STU1138,22,86.2,7.0,0,0,95.4,66.4,38.0,69.5,0,0,0
STU1900,19,85.7,6.35,0,0,65.1,61.4,64.0,66.4,1,1,0
STU1797,22,82.7,7.15,0,0,89.0,68.6,60.2,92.4,1,0,0
STU1133,21,71.5,7.15,0,1,86.6,47.4,78.0,41.3,0,0,0
STU1081,21,80.9,7.91,0,0,79.8,46.1,66.1,82.6,0,0,0
STU2987,21,62.5,6.64,0,0,86.4,72.5,70.1,64.2,0,1,0
STU2541,20,78.1,6.93,1,1,57.9,63.7,50.3,60.2,0,1,1
STU1542,19,80.9,7.07,0,0,70.9,50.2,72.1,53.4,0,1,0
STU2669,21,55.2,6.15,3,3,58.3,34.9,49.1,58.0,1,1,1
STU1984,21,79.1,8.7,1,1,65.0,60.0,52.0,79.0,0,0,0
STU1166,19,91.0,7.1,0,0,97.7,76.2,58.6,69.1,0,1,0
STU1249,24,75.3,6.17,1,0,83.6,51.5,52.5,100.0,0,1,0
STU1447,22,71.5,7.22,0,0,100.0,73.2,47.0,44.5,0,2,0
STU2515,18,80.3,6.39,1,0,88.9,57.3,50.4,33.8,0,0,0
STU1859,18,71.9,6.27,1,3,64.8,56.5,35.1,64.8,0,0,0
STU2212,20,75.3,7.54,2,2,99.3,37.4,45.2,100.0,0,1,0
STU1098,19,66.3,7.62,2,2,80.5,43.6,73.5,100.0,0,0,0
STU2974,23,96.4,6.75,1,2,76.1,86.1,55.9,83.3,1,2,0
STU1738,22,73.2,7.7,3,4,69.4,46.6,61.8,49.0,0,0,1
STU2256,20,80.1,5.54,1,0,90.2,50.7,55.4,82.6,0,1,0
STU1103,20,67.4,6.02,0,1,87.4,73.4,50.4,74.6,1,1,0
STU1435,22,73.1,8.71,0,0,100.0,65.8,31.5,49.9,0,2,0
STU1075,21,76.7,5.58,1,2,77.5,37.7,63.8,84.8,0,0,0
STU2792,20,94.6,6.83,0,0,88.3,65.5,49.3,60.9,0,1,0
STU2235,21,70.2,6.17,0,0,81.2,78.2,92.2,77.3,0,0,0
STU1919,22,63.8,7.08,0,0,100.0,89.6,62.4,78.9,0,0,0
STU2712,18,84.0,3.67,0,0,55.2,54.6,95.0,90.0,1,1,0
STU2671,20,81.9,6.24,0,0,91.9,76.0,35.1,56.6,0,0,0
STU2621,21,79.9,9.33,2,1,62.3,63.3,76.1,86.2,0,0,0
STU1763,21,69.6,7.1,0,1,72.9,90.2,69.0,87.0,1,2,0
STU1990,20,92.6,7.63,1,0,81.0,55.5,70.3,92.0,0,0,0
STU1389,21,89.5,5.17,1,2,73.1,66.5,46.7,50.3,0,0,0
STU1236,20,63.5,7.4,1,1,72.8,64.0,50.7,64.1,0,0,0
STU2507,18,73.8,6.29,2,2,81.2,71.9,76.7,71.4,0,1,0
STU1268,21,73.4,7.14,0,0,90.8,64.6,57.2,75.0,0,1,0
STU2188,21,67.3,6.8,0,0,81.0,56.4,56.0,54.3,1,0,0
STU1118,21,77.3,7.77,4,3,83.3,54.6,59.2,83.9,0,1,0
STU2607,21,56.2,6.58,0,0,81.9,66.1,70.5,62.0,0,0,0
STU1674,19,81.8,6.95,1,1,81.8,61.0,48.2,77.0,0,0,0
STU1250,19,90.0,8.27,2,1,66.2,67.2,39.4,79.4,0,0,0
STU2453,20,99.3,8.56,1,1,66.2,86.7,95.0,72.2,1,1,0
STU2995,21,83.2,5.83,1,0,74.2,54.8,82.1,50.2,1,0,0
STU1095,18,77.1,7.35,1,2,76.0,75.4,60.4,61.5,0,0,0
STU1034,19,71.2,7.39,2,3,69.0,70.9,65.2,34.3,0,3,0
STU2464,21,59.4,6.66,0,0,76.1,50.6,70.3,59.8,0,2,0
STU2668,21,62.8,6.61,2,2,58.7,63.5,32.7,80.9,0,0,0
STU1449,22,85.2,8.2,1,1,63.6,75.8,61.8,45.9,0,1,1
STU1717,18,77.4,7.67,3,3,81.0,59.0,54.6,68.5,0,0,1
STU2810,22,80.8,5.79,0,0,89.2,67.4,45.2,50.1,1,0,0
STU2518,22,75.3,8.23,1,1,54.9,63.5,67.2,57.2,0,2,0
STU1001,21,70.6,7.05,2,1,83.7,53.0,49.8,70.7,1,2,1
STU2376,21,68.7,7.7,1,1,73.4,95.0,61.2,57.6,0,0,0
STU2102,21,69.7,8.41,0,0,67.1,32.0,66.2,59.1,0,2,0
STU2109,22,60.5,6.54,1,1,66.7,52.3,67.7,90.9,0,0,0
STU2227,21,65.0,6.85,0,0,81.4,78.1,63.9,51.3,0,2,0
STU1083,20,62.2,6.88,1,1,87.5,57.5,70.5,64.0,0,0,0
STU2289,23,71.1,7.73,0,0,75.5,71.5,81.6,54.3,0,0,0
STU1677,24,94.8,7.18,2,4,86.0,48.3,78.3,57.7,0,2,0
STU2921,19,79.9,6.56,0,0,56.7,87.5,58.2,76.5,0,2,0
STU2047,20,81.8,7.7,1,2,51.3,69.7,83.5,54.7,0,0,0
STU1771,23,87.6,7.0,0,0,64.1,91.9,56.7,72.5,0,1,0
STU2947,20,91.7,7.64,0,0,57.4,64.2,69.3,69.6,0,0,0
STU2281,22,96.9,5.27,1,0,67.2,85.1,78.9,75.6,0,0,0
STU2581,22,83.7,7.19,0,0,100.0,63.4,65.2,80.4,0,1,0
STU2489,21,77.1,5.81,0,0,61.1,42.2,64.5,62.2,0,0,0
STU1405,21,65.6,6.72,0,0,74.3,75.3,80.6,39.2,0,0,0
STU2728,20,83.6,6.26,2,1,89.7,65.5,60.5,47.3,0,0,0
STU2299,19,70.7,7.42,1,0,54.6,37.2,65.1,55.2,0,0,0
STU2341,19,71.8,6.99,0,0,73.7,78.5,70.0,63.1,0,0,0
STU1105,19,72.6,6.45,0,0,78.8,56.0,56.8,62.5,1,1,0
STU1689,20,91.4,6.6,0,0,61.8,33.4,61.4,62.5,0,1,0
STU2306,18,82.2,8.6,0,0,54.2,66.1,62.9,76.3,0,1,0
STU1827,21,98.1,6.35,0,0,66.5,57.7,65.8,56.6,0,1,0
STU1063,21,79.3,6.15,1,2,60.4,44.4,52.4,75.3,0,1,0
STU1853,22,92.4,8.84,0,1,90.4,80.2,53.6,58.4,0,0,0
STU2354,21,66.3,5.97,1,1,85.1,77.5,91.4,78.9,0,1,0
STU1224,19,66.5,5.61,0,0,33.5,59.6,60.7,45.2,0,0,0
STU1146,20,67.7,4.96,0,0,100.0,64.3,59.2,73.4,0,2,0
STU2089,21,77.8,5.36,2,1,43.5,73.1,69.6,48.8,0,0,0
STU1374,22,95.1,8.57,1,0,74.0,57.6,58.3,54.1,0,0,0
STU2421,20,76.1,7.74,0,0,89.0,61.2,42.1,72.7,1,0,0
STU2143,18,73.3,6.32,1,0,71.9,62.9,74.3,48.8,0,2,0
STU2827,22,86.3,7.77,1,2,66.2,78.4,39.8,71.0,0,1,0
STU2495,20,93.3,7.58,0,0,93.6,64.3,35.0,63.5,0,0,0
STU2602,22,100.0,8.14,0,1,98.1,51.9,37.5,39.4,0,2,0
STU2271,22,89.0,7.67,0,0,76.3,87.0,56.4,80.0,0,0,0
STU1010,19,83.5,7.97,2,3,74.1,60.7,58.8,87.6,0,1,0
STU1450,21,85.8,6.81,2,2,82.9,60.2,53.2,91.5,0,0,0
STU1709,20,79.6,5.99,0,1,82.5,56.4,50.9,56.0,0,1,0
STU1256,22,61.8,7.78,0,0,59.1,40.6,54.6,64.9,0,0,0
STU1883,19,85.0,6.17,1,1,87.3,60.1,90.8,89.5,0,3,0
STU1390,19,75.5,8.4,0,0,72.5,86.5,72.8,57.2,0,0,0
STU1909,21,61.6,6.29,0,0,58.4,70.8,64.6,79.1,1,0,0
STU1925,20,67.9,5.38,1,1,76.0,82.4,70.0,49.0,0,2,0
STU2704,18,66.6,6.82,1,0,86.8,73.5,59.2,69.8,0,1,0
STU2233,19,63.1,6.26,0,0,69.5,77.0,42.2,80.9,0,0,0
STU1461,21,60.9,7.18,1,1,74.6,42.3,52.7,99.6,0,1,0
STU2270,21,66.2,6.05,2,4,79.4,69.6,72.8,51.2,1,3,1
STU2760,21,54.6,3.39,0,0,64.1,61.8,65.2,67.5,0,0,1
STU2169,20,65.0,7.82,0,0,58.0,61.6,52.2,80.2,0,1,0
STU1959,20,78.2,7.41,0,1,88.7,59.1,72.7,63.8,0,1,0
STU1502,22,79.0,7.89,2,2,54.8,64.4,51.2,51.2,0,0,0
STU1740,18,92.7,6.75,2,2,100.0,69.7,63.0,71.6,0,1,0
STU2850,21,66.3,6.76,2,2,63.1,66.2,75.2,66.1,0,0,0
STU1869,20,76.8,8.95,0,0,75.1,51.4,71.7,56.6,0,2,0
STU1732,21,60.4,6.51,0,0,100.0,62.5,52.7,61.4,0,0,1
STU1540,19,83.6,7.49,0,0,60.1,53.2,74.7,84.2,0,0,0
STU2202,20,90.0,6.32,1,1,62.8,61.0,37.0,70.3,0,0,0
STU1698,19,77.7,6.71,1,2,62.7,83.3,83.8,55.7,0,0,0
STU2393,20,66.5,5.18,0,0,77.0,53.5,70.6,48.1,0,0,0
STU2377,21,83.5,6.79,2,2,86.1,77.7,68.3,51.2,0,0,0
STU2146,21,80.5,6.91,1,1,73.5,56.5,67.7,89.8,1,0,0
STU2032,21,82.9,7.62,0,0,91.8,72.7,68.4,25.8,0,4,0
STU1373,22,74.6,5.66,0,0,51.1,51.2,39.4,64.7,0,1,0
STU1668,21,72.7,7.6,0,0,77.8,48.1,62.0,47.1,0,2,0
STU2526,22,94.8,5.39,0,0,79.7,58.3,42.9,51.2,0,1,0
STU1358,21,79.9,6.44,0,0,64.5,58.5,74.1,49.6,0,0,0
STU1968,20,67.8,5.69,0,1,69.1,49.4,65.2,68.1,0,1,0
STU1784,22,88.8,7.11,0,0,62.2,67.8,63.1,34.0,1,0,0
STU1736,21,71.2,6.8,0,0,82.7,66.2,78.8,65.6,0,1,0
STU2036,20,81.8,5.33,1,1,57.6,52.2,62.9,60.0,1,1,1
STU1971,20,88.3,6.62,1,0,97.7,75.7,75.7,69.7,0,0,0
STU2525,20,65.0,6.64,0,0,56.7,63.8,85.9,55.3,1,2,0
STU2487,22,84.8,8.71,0,2,88.0,81.9,68.7,80.8,1,2,0
STU2524,20,57.0,7.65,0,0,61.1,63.3,58.4,67.1,0,0,0
STU2491,20,61.5,6.55,0,0,84.1,81.0,62.7,87.8,0,0,0
STU2643,18,74.9,7.49,0,0,60.0,75.2,83.5,81.3,0,1,0
STU2253,19,59.1,8.51,1,1,72.6,69.9,48.0,37.0,0,0,0
STU2694,20,60.1,8.24,0,0,96.1,77.2,36.0,66.6,0,0,0
STU2750,22,91.6,6.67,1,1,60.9,39.5,80.4,44.6,0,2,0
STU2237,21,89.2,5.92,0,0,60.3,78.6,72.7,22.0,0,0,0
STU1886,21,79.6,6.45,0,1,83.5,60.6,60.5,55.7,0,1,0
STU1080,20,65.0,6.29,1,1,75.9,66.7,59.1,62.0,0,1,0
STU2173,20,87.7,6.37,1,0,72.4,77.6,33.2,54.4,0,1,0
STU1815,20,76.1,6.97,0,1,43.6,79.1,61.5,83.7,1,0,0
STU2286,21,88.1,7.18,0,0,77.0,62.5,46.5,75.0,1,1,0
STU1672,21,93.2,6.35,0,0,100.0,66.5,78.1,54.8,0,0,0
STU2532,21,73.8,7.41,0,0,82.4,57.5,72.3,59.4,0,2,1
STU1058,22,54.3,7.51,0,0,79.9,71.4,54.5,59.4,0,1,0
STU1134,20,79.9,6.73,1,1,74.4,58.1,38.9,40.5,0,1,0
STU2141,23,73.7,6.62,0,2,93.3,68.2,49.8,52.9,0,2,0
STU1934,23,88.7,7.34,1,2,80.8,81.1,79.5,70.2,0,1,0
STU2685,20,63.4,5.81,1,3,95.5,74.7,79.9,94.8,1,1,0
STU1824,18,63.6,6.21,0,0,99.2,55.8,85.0,77.4,1,1,0
STU2215,18,88.2,7.34,1,1,61.2,65.2,87.3,72.1,0,0,0
STU1505,18,90.6,6.1,2,1,80.3,77.3,49.2,73.4,1,0,0
STU2775,22,89.1,9.34,1,2,82.6,54.8,63.8,48.0,0,0,0
STU1348,21,67.7,4.54,0,0,54.5,48.3,43.3,96.7,0,1,1
STU1387,21,56.7,6.52,1,1,57.3,49.7,78.1,43.5,1,1,1
STU2025,18,74.0,6.37,1,0,67.0,52.7,47.3,96.6,1,1,0
STU1895,20,68.1,5.95,0,0,67.5,43.1,41.1,68.1,0,0,1
STU1829,22,56.0,8.08,2,1,68.3,69.0,41.8,93.0,0,0,0
STU2893,19,47.9,8.8,0,0,77.4,63.4,26.1,72.1,1,0,0
STU1476,20,76.4,7.31,2,2,98.0,73.4,44.9,65.4,0,0,0
STU2471,21,57.5,6.5,1,1,67.9,63.8,41.5,68.2,0,0,0
STU2448,22,87.7,6.77,0,0,73.5,63.2,86.1,64.6,0,0,0
STU2582,20,100.0,7.29,0,0,94.3,56.3,51.1,62.0,0,0,0
STU1653,23,91.4,7.23,1,1,67.1,49.6,77.8,60.8,0,0,0
STU1173,20,72.4,6.87,0,1,95.6,80.6,73.0,52.7,0,0,0
STU2150,22,78.9,5.5,0,0,98.6,51.5,77.3,70.9,0,1,0
STU1039,19,64.1,6.11,0,1,86.1,64.3,55.5,48.1,0,1,0
STU1714,20,62.3,5.92,1,1,85.9,44.2,59.1,40.1,0,2,0
STU1091,21,78.3,9.08,5,6,90.4,74.7,44.2,77.9,0,1,0
STU2937,20,90.4,5.68,0,0,96.8,66.0,83.7,80.6,0,1,0
STU2206,20,71.9,6.57,1,1,85.8,66.6,20.0,90.1,1,1,0
STU1876,18,49.1,6.36,2,2,82.3,74.5,52.5,52.4,0,3,0
STU2352,21,81.0,7.1,2,2,40.5,55.7,69.0,49.0,0,0,1
STU2890,21,67.3,6.57,1,1,68.7,49.2,74.8,71.4,0,0,0
STU2094,21,66.6,6.8,2,2,97.6,68.7,81.3,40.2,0,0,0
STU2156,21,66.7,5.92,0,1,62.7,44.3,57.8,80.2,1,0,1
STU2782,21,53.8,5.26,1,0,76.5,71.7,85.8,62.5,0,0,0
STU2959,20,68.5,5.35,1,1,69.5,83.1,73.0,26.9,0,1,0
STU1500,19,90.8,6.3,0,0,65.8,60.7,44.9,60.8,0,2,0
STU1339,22,88.6,6.83,3,4,80.1,77.9,74.3,73.3,0,1,0
STU2189,21,71.7,6.91,2,2,52.8,58.9,71.9,68.7,0,2,0
STU1029,21,78.5,6.63,0,0,65.6,53.7,91.2,74.5,1,2,1
STU2218,18,90.5,8.0,1,1,88.7,45.8,55.6,46.8,0,2,0
STU2400,19,70.1,7.99,2,2,75.3,63.5,47.1,71.5,0,0,0
STU2821,18,87.5,6.42,1,0,94.2,48.9,52.6,58.1,0,1,0
STU1946,20,78.7,8.69,2,2,47.4,48.9,63.4,83.1,0,0,1
STU1170,20,68.6,7.3,0,1,82.9,63.0,72.1,74.6,0,1,0
STU2405,20,57.8,7.04,1,0,76.3,57.3,48.8,66.7,1,0,1
STU2198,19,73.5,5.63,0,0,85.7,66.2,92.3,53.0,1,0,0
STU2254,21,87.6,8.28,0,0,40.3,62.6,62.6,88.7,1,2,0
STU2614,21,70.4,8.25,0,0,56.5,64.0,20.0,54.8,0,2,0
STU1913,21,76.0,7.16,1,1,70.1,64.1,72.0,72.5,0,0,1
STU1492,21,67.6,5.9,1,2,78.2,56.4,74.6,62.2,0,1,0
STU1954,19,45.8,4.98,1,1,86.9,76.7,40.1,75.4,0,0,0
STU2098,21,68.1,9.11,2,2,83.7,81.4,58.4,55.7,0,1,0
STU2033,20,61.2,8.05,0,0,58.7,70.2,82.6,44.4,0,0,0
STU1588,19,92.9,8.3,0,0,67.3,66.6,56.7,67.3,0,2,0
STU1751,21,80.7,7.67,0,0,50.8,51.3,78.5,53.8,0,1,0
STU1658,21,64.6,6.87,2,3,80.2,50.7,56.1,60.8,0,0,0
STU1235,20,64.9,8.03,1,1,76.3,68.4,74.8,52.8,0,0,0
STU1733,21,96.7,9.04,0,1,72.1,58.6,50.6,79.3,0,0,0
STU2989,19,90.4,6.98,0,0,75.0,59.9,48.4,52.9,0,0,0
STU2633,21,68.2,4.03,1,1,80.1,88.4,29.6,53.1,0,1,0
STU2157,21,100.0,6.15,1,0,43.1,77.3,44.3,74.2,0,0,0
STU2470,18,87.2,7.72,1,2,100.0,61.9,60.5,89.8,0,0,0
STU2425,21,100.0,7.52,0,0,100.0,60.3,75.1,65.0,1,2,0
STU2628,23,64.9,3.0,1,2,68.6,83.2,56.9,70.1,0,1,1
STU1935,21,66.9,6.41,0,0,73.6,65.0,79.9,73.8,1,0,0
STU2210,21,69.4,5.46,0,0,96.8,56.6,76.7,50.8,0,0,0
STU2066,20,76.0,7.16,1,1,91.7,54.7,59.1,63.2,0,0,0
STU1109,22,66.4,8.27,0,1,60.4,89.3,72.7,60.1,0,1,0
STU2543,21,74.2,7.4,1,1,73.4,62.6,54.9,76.8,0,0,0
STU1569,21,54.3,7.44,0,0,44.9,42.0,72.9,27.4,0,0,0
STU2168,23,68.6,5.7,1,0,65.5,86.1,67.4,84.5,0,1,0
STU2175,20,85.3,8.86,0,1,80.4,77.1,51.6,40.6,0,1,0
STU1891,19,66.2,7.36,2,1,68.0,51.6,54.0,55.4,1,1,0
STU1948,18,81.1,7.15,0,0,54.2,37.2,57.2,66.9,0,0,0
STU2049,19,86.7,6.8,0,0,83.5,71.7,58.6,77.8,0,1,0
STU2353,19,85.9,7.79,0,0,82.2,60.8,68.8,73.9,0,0,0
STU2778,21,81.5,6.97,0,1,70.9,50.0,71.3,68.2,0,0,0
STU2447,24,70.9,5.2,1,0,87.2,44.9,60.7,65.2,0,1,0
STU1885,19,76.0,7.24,0,0,79.9,76.4,74.1,63.6,1,0,0
STU2673,21,82.8,6.83,1,0,83.6,75.0,58.2,84.9,0,1,0
STU1851,20,74.1,6.48,1,1,92.5,75.9,92.8,58.9,0,0,0
STU1735,21,75.7,6.41,0,0,96.9,83.9,73.5,74.7,1,0,0
STU1718,21,77.9,6.44,0,1,57.6,64.5,54.8,68.8,0,1,0
STU1455,21,71.1,7.39,1,1,48.3,80.5,46.3,73.1,0,0,0
STU1265,21,81.7,6.13,0,0,72.6,95.0,25.3,53.3,0,0,0
STU1076,21,60.6,5.98,1,1,73.3,45.8,70.9,39.5,0,0,0
STU2658,18,99.0,6.47,2,3,71.2,71.2,94.8,54.6,1,0,0
STU1445,20,85.8,6.9,0,1,59.5,82.8,77.2,60.0,0,1,0
STU1396,21,62.1,7.05,0,0,70.4,79.0,57.0,82.3,0,1,0
STU1177,23,81.8,7.21,0,0,81.9,76.8,61.6,100.0,0,0,0
